Open,High,Low,Close,Adj_close,Volume,Date,Stock_name
53.849998,54.700001,53.599998,53.849998,50.927334,188800.0,2017-07-10T00:00:00,AIN
54.0,54.450001,53.23,54.25,51.305622,174000.0,2017-07-11T00:00:00,AIN
54.599998,55.150002,54.25,54.450001,51.494766,45700.0,2017-07-12T00:00:00,AIN
54.450001,54.599998,53.549999,54.0,51.069191,85200.0,2017-07-13T00:00:00,AIN
53.799999,54.200001,52.73,53.900002,50.974613,130800.0,2017-07-14T00:00:00,AIN
53.75,53.900002,53.450001,53.549999,50.643612,122100.0,2017-07-17T00:00:00,AIN
53.549999,53.849998,53.099998,53.650002,50.738186,70300.0,2017-07-18T00:00:00,AIN
53.650002,54.099998,53.5,54.049999,51.116486,121300.0,2017-07-19T00:00:00,AIN
54.150002,54.549999,53.75,54.400002,51.447483,86300.0,2017-07-20T00:00:00,AIN
54.599998,54.650002,53.75,53.849998,50.927334,112300.0,2017-07-21T00:00:00,AIN
53.900002,54.450001,53.299999,53.700001,50.785477,90200.0,2017-07-24T00:00:00,AIN
54.099998,54.700001,53.950001,54.150002,51.211052,89300.0,2017-07-25T00:00:00,AIN
54.349998,54.349998,53.599998,54.099998,51.163769,87700.0,2017-07-26T00:00:00,AIN
54.349998,54.599998,53.900002,53.950001,51.021908,80400.0,2017-07-27T00:00:00,AIN
53.75,54.599998,53.700001,54.450001,51.494766,114200.0,2017-07-28T00:00:00,AIN
54.650002,54.650002,53.380001,53.5,50.596321,138100.0,2017-07-31T00:00:00,AIN
53.799999,53.799999,53.0,53.549999,50.643612,135900.0,2017-08-01T00:00:00,AIN
50.5,51.549999,49.5,50.599998,47.85371,423800.0,2017-08-02T00:00:00,AIN
50.650002,51.950001,50.650002,51.900002,49.083157,283400.0,2017-08-03T00:00:00,AIN
52.0,52.900002,51.200001,52.150002,49.319603,154200.0,2017-08-04T00:00:00,AIN
52.150002,52.849998,51.950001,52.200001,49.366882,117000.0,2017-08-07T00:00:00,AIN
52.150002,53.5,52.049999,52.5,49.650604,128800.0,2017-08-08T00:00:00,AIN
52.25,52.5,50.900002,51.0,48.232014,130600.0,2017-08-09T00:00:00,AIN
50.75,50.900002,50.299999,50.299999,47.570007,164700.0,2017-08-10T00:00:00,AIN
49.700001,50.700001,49.349998,50.349998,47.617283,122800.0,2017-08-11T00:00:00,AIN
50.75,51.5,50.75,51.349998,48.563023,194200.0,2017-08-14T00:00:00,AIN
51.450001,51.450001,50.549999,50.650002,47.901009,113700.0,2017-08-15T00:00:00,AIN
50.75,51.700001,50.549999,51.400002,48.610313,248300.0,2017-08-16T00:00:00,AIN
51.200001,51.200001,50.200001,50.25,47.522717,223900.0,2017-08-17T00:00:00,AIN
49.849998,50.5,49.200001,50.400002,47.664581,179600.0,2017-08-18T00:00:00,AIN
50.299999,51.150002,50.299999,50.900002,48.137444,112800.0,2017-08-21T00:00:00,AIN
51.099998,51.330002,50.799999,51.299999,48.515724,72500.0,2017-08-22T00:00:00,AIN
50.900002,51.200001,50.900002,51.099998,48.326591,84200.0,2017-08-23T00:00:00,AIN
51.25,51.599998,51.099998,51.400002,48.610313,95300.0,2017-08-24T00:00:00,AIN
51.599998,52.0,51.299999,51.75,48.941307,60100.0,2017-08-25T00:00:00,AIN
51.900002,52.200001,51.700001,52.049999,49.225029,110000.0,2017-08-28T00:00:00,AIN
51.700001,52.5,51.299999,52.299999,49.461456,81200.0,2017-08-29T00:00:00,AIN
52.299999,52.400002,51.950001,52.200001,49.366882,70800.0,2017-08-30T00:00:00,AIN
52.349998,53.700001,52.25,53.599998,50.690899,133400.0,2017-08-31T00:00:00,AIN
53.700001,54.099998,53.549999,53.950001,51.021908,86200.0,2017-09-01T00:00:00,AIN
53.75,54.099998,53.400002,53.700001,50.785477,68600.0,2017-09-05T00:00:00,AIN
54.049999,54.049999,52.75,52.900002,50.028885,88100.0,2017-09-06T00:00:00,AIN
53.0,53.0,52.099998,52.5,49.650604,69800.0,2017-09-07T00:00:00,AIN
52.25,53.25,51.849998,53.0,50.286301,66800.0,2017-09-08T00:00:00,AIN
53.349998,53.75,53.25,53.650002,50.903015,59000.0,2017-09-11T00:00:00,AIN
53.75,54.549999,53.75,54.450001,51.662056,87800.0,2017-09-12T00:00:00,AIN
54.299999,55.0,53.799999,54.900002,52.089016,72000.0,2017-09-13T00:00:00,AIN
54.799999,55.349998,54.599998,55.25,52.421093,72500.0,2017-09-14T00:00:00,AIN
55.349998,56.049999,55.099998,55.5,52.658291,329800.0,2017-09-15T00:00:00,AIN
55.599998,56.150002,55.349998,55.950001,53.085255,128800.0,2017-09-18T00:00:00,AIN
56.099998,56.400002,53.5,55.75,52.8955,335000.0,2017-09-19T00:00:00,AIN
55.950001,56.5,55.450001,56.099998,53.227566,182100.0,2017-09-20T00:00:00,AIN
56.099998,56.400002,55.900002,55.900002,53.037815,109300.0,2017-09-21T00:00:00,AIN
55.849998,56.450001,55.700001,56.25,53.369884,77900.0,2017-09-22T00:00:00,AIN
56.150002,56.549999,55.75,56.5,53.60709,90600.0,2017-09-25T00:00:00,AIN
56.650002,56.650002,55.849998,55.900002,53.037815,117400.0,2017-09-26T00:00:00,AIN
56.200001,57.650002,55.650002,57.099998,54.176376,196300.0,2017-09-27T00:00:00,AIN
57.0,57.650002,56.650002,57.599998,54.650761,115100.0,2017-09-28T00:00:00,AIN
57.5,57.950001,57.25,57.400002,54.461006,95000.0,2017-09-29T00:00:00,AIN
57.450001,58.200001,57.330002,58.200001,55.220043,110100.0,2017-10-02T00:00:00,AIN
58.299999,58.599998,58.049999,58.349998,55.362358,100700.0,2017-10-03T00:00:00,AIN
58.299999,58.880001,58.099998,58.349998,55.362358,53900.0,2017-10-04T00:00:00,AIN
58.200001,58.450001,57.450001,57.450001,54.50845,115200.0,2017-10-05T00:00:00,AIN
57.549999,57.549999,56.849998,57.099998,54.176376,121700.0,2017-10-06T00:00:00,AIN
57.099998,57.599998,57.049999,57.049999,54.128929,82500.0,2017-10-09T00:00:00,AIN
57.450001,57.599998,56.799999,57.0,54.081486,139400.0,2017-10-10T00:00:00,AIN
56.950001,57.400002,56.900002,57.099998,54.176376,67200.0,2017-10-11T00:00:00,AIN
57.049999,57.75,56.900002,57.049999,54.128929,139100.0,2017-10-12T00:00:00,AIN
57.049999,57.5,56.900002,57.400002,54.461006,126100.0,2017-10-13T00:00:00,AIN
57.549999,58.200001,57.349998,58.049999,55.077721,53700.0,2017-10-16T00:00:00,AIN
57.900002,58.130001,56.950001,57.150002,54.223808,62800.0,2017-10-17T00:00:00,AIN
57.25,58.0,57.099998,57.549999,54.603317,45800.0,2017-10-18T00:00:00,AIN
57.25,57.5,56.799999,57.400002,54.461006,56200.0,2017-10-19T00:00:00,AIN
57.950001,58.400002,57.400002,57.700001,54.745644,90300.0,2017-10-20T00:00:00,AIN
58.0,58.700001,57.25,57.599998,54.650761,51400.0,2017-10-23T00:00:00,AIN
57.900002,58.200001,57.450001,57.700001,54.745644,93000.0,2017-10-24T00:00:00,AIN
57.799999,57.799999,56.75,57.400002,54.461006,48800.0,2017-10-25T00:00:00,AIN
57.549999,58.0,57.200001,57.900002,54.93541,75000.0,2017-10-26T00:00:00,AIN
58.049999,58.099998,57.450001,58.0,55.030281,106800.0,2017-10-27T00:00:00,AIN
57.849998,57.849998,55.799999,56.450001,53.55965,74700.0,2017-10-30T00:00:00,AIN
58.150002,60.849998,58.150002,60.349998,57.259968,245300.0,2017-10-31T00:00:00,AIN
60.5,60.580002,59.25,59.900002,56.832996,128900.0,2017-11-01T00:00:00,AIN
59.849998,60.5,59.549999,60.049999,56.975327,112100.0,2017-11-02T00:00:00,AIN
60.049999,60.200001,58.950001,59.099998,56.073963,88100.0,2017-11-03T00:00:00,AIN
59.049999,60.0,59.049999,59.900002,56.832996,63600.0,2017-11-06T00:00:00,AIN
59.849998,59.950001,58.650002,59.299999,56.263721,61400.0,2017-11-07T00:00:00,AIN
58.900002,59.150002,58.150002,58.900002,55.884209,102100.0,2017-11-08T00:00:00,AIN
58.450001,59.049999,58.0,58.650002,55.647018,72200.0,2017-11-09T00:00:00,AIN
58.5,59.049999,58.349998,58.549999,55.552124,72000.0,2017-11-10T00:00:00,AIN
58.25,58.900002,58.150002,58.849998,55.836765,57000.0,2017-11-13T00:00:00,AIN
58.549999,59.299999,58.200001,59.25,56.216286,63400.0,2017-11-14T00:00:00,AIN
58.799999,59.299999,58.599998,59.150002,56.121399,68000.0,2017-11-15T00:00:00,AIN
59.299999,61.049999,59.299999,60.400002,57.307407,264000.0,2017-11-16T00:00:00,AIN
60.049999,61.450001,59.650002,61.299999,58.161324,130100.0,2017-11-17T00:00:00,AIN
61.299999,62.880001,61.049999,62.450001,59.252445,290900.0,2017-11-20T00:00:00,AIN
63.150002,64.050003,62.549999,63.900002,60.628204,148000.0,2017-11-21T00:00:00,AIN
64.199997,64.25,63.099998,63.150002,59.916603,66600.0,2017-11-22T00:00:00,AIN
63.299999,63.299999,62.599998,63.150002,59.916603,35800.0,2017-11-24T00:00:00,AIN
63.150002,63.799999,63.0,63.5,60.24868,52500.0,2017-11-27T00:00:00,AIN
63.700001,64.800003,63.099998,64.599998,61.292355,94300.0,2017-11-28T00:00:00,AIN
64.900002,65.400002,64.400002,65.25,61.909077,71600.0,2017-11-29T00:00:00,AIN
65.650002,65.650002,64.300003,64.699997,61.387238,157000.0,2017-11-30T00:00:00,AIN
64.650002,65.080002,62.25,64.400002,61.102592,95400.0,2017-12-01T00:00:00,AIN
65.050003,65.5,64.349998,64.449997,61.150032,86400.0,2017-12-04T00:00:00,AIN
64.650002,64.650002,63.25,63.349998,60.106354,70300.0,2017-12-05T00:00:00,AIN
63.400002,63.75,63.200001,63.5,60.24868,81000.0,2017-12-06T00:00:00,AIN
63.349998,64.099998,62.900002,63.5,60.24868,80700.0,2017-12-07T00:00:00,AIN
63.700001,64.0,62.849998,63.099998,59.869156,61500.0,2017-12-08T00:00:00,AIN
63.099998,63.099998,61.450001,61.549999,58.398514,67500.0,2017-12-11T00:00:00,AIN
61.700001,61.950001,60.650002,61.099998,57.971561,71000.0,2017-12-12T00:00:00,AIN
61.0,61.950001,60.23,61.549999,58.398514,303400.0,2017-12-13T00:00:00,AIN
61.650002,62.0,60.950001,61.049999,57.924118,72800.0,2017-12-14T00:00:00,AIN
61.349998,62.950001,60.900002,62.200001,59.01524,423200.0,2017-12-15T00:00:00,AIN
62.75,63.950001,62.299999,62.5,59.299877,109500.0,2017-12-18T00:00:00,AIN
62.5,62.75,61.049999,61.200001,58.066444,99200.0,2017-12-19T00:00:00,AIN
61.400002,61.950001,61.099998,61.450001,58.303642,60200.0,2017-12-20T00:00:00,AIN
61.650002,62.049999,61.200001,61.950001,58.778034,73600.0,2017-12-21T00:00:00,AIN
61.75,61.75,60.700001,61.400002,58.416512,56100.0,2017-12-22T00:00:00,AIN
61.5,61.849998,61.25,61.299999,58.321369,83900.0,2017-12-26T00:00:00,AIN
61.450001,62.099998,60.950001,61.450001,58.464073,142600.0,2017-12-27T00:00:00,AIN
61.549999,62.0,60.849998,61.75,58.749489,62000.0,2017-12-28T00:00:00,AIN
61.75,62.150002,61.349998,61.450001,58.464073,94500.0,2017-12-29T00:00:00,AIN
61.450001,62.549999,61.450001,62.049999,59.03492,104000.0,2018-01-02T00:00:00,AIN
61.849998,61.900002,61.099998,61.700001,58.701923,83100.0,2018-01-03T00:00:00,AIN
61.950001,62.450001,61.779999,62.299999,59.272766,143700.0,2018-01-04T00:00:00,AIN
62.299999,62.700001,62.0,62.5,59.463055,72200.0,2018-01-05T00:00:00,AIN
62.400002,64.349998,62.200001,63.25,60.176617,207500.0,2018-01-08T00:00:00,AIN
63.25,63.5,61.849998,62.549999,59.51062,75800.0,2018-01-09T00:00:00,AIN
62.25,62.299999,61.5,62.0,58.98735,192000.0,2018-01-10T00:00:00,AIN
62.200001,63.549999,62.099998,63.299999,60.224186,74500.0,2018-01-11T00:00:00,AIN
63.299999,63.450001,63.049999,63.299999,60.224186,72200.0,2018-01-12T00:00:00,AIN
63.75,64.0,62.400002,62.700001,59.653339,45100.0,2018-01-16T00:00:00,AIN
62.900002,63.5,62.5,63.099998,60.033894,112300.0,2018-01-17T00:00:00,AIN
63.049999,63.049999,62.0,62.150002,59.130058,52700.0,2018-01-18T00:00:00,AIN
62.0,62.349998,61.549999,61.950001,58.939774,237300.0,2018-01-19T00:00:00,AIN
61.950001,62.75,61.73,62.599998,59.558189,91700.0,2018-01-22T00:00:00,AIN
62.5,62.700001,61.549999,62.549999,59.51062,51100.0,2018-01-23T00:00:00,AIN
62.75,63.099998,62.18,62.549999,59.51062,126000.0,2018-01-24T00:00:00,AIN
62.700001,63.400002,62.529999,63.099998,60.033894,101400.0,2018-01-25T00:00:00,AIN
63.349998,64.599998,62.779999,63.5,60.414459,113100.0,2018-01-26T00:00:00,AIN
63.299999,64.099998,62.900002,63.0,59.938759,101000.0,2018-01-29T00:00:00,AIN
63.0,63.400002,62.75,63.0,59.938759,196500.0,2018-01-30T00:00:00,AIN
63.450001,64.75,63.450001,63.450001,60.36689,96200.0,2018-01-31T00:00:00,AIN
63.150002,64.099998,62.900002,64.099998,60.985302,116600.0,2018-02-01T00:00:00,AIN
63.599998,63.75,62.150002,62.349998,59.320335,100100.0,2018-02-02T00:00:00,AIN
61.650002,62.549999,59.599998,60.049999,57.132107,122400.0,2018-02-05T00:00:00,AIN
60.349998,66.050003,60.349998,64.400002,61.270721,519500.0,2018-02-06T00:00:00,AIN
64.400002,65.25,63.799999,64.0,60.890163,158700.0,2018-02-07T00:00:00,AIN
64.300003,64.300003,62.400002,62.450001,59.415489,129300.0,2018-02-08T00:00:00,AIN
63.349998,63.599998,61.599998,62.849998,59.79604,190600.0,2018-02-09T00:00:00,AIN
63.0,63.599998,61.549999,63.25,60.176617,173000.0,2018-02-12T00:00:00,AIN
62.75,63.900002,62.580002,63.75,60.652317,91300.0,2018-02-13T00:00:00,AIN
63.099998,64.699997,63.099998,64.599998,61.461014,69700.0,2018-02-14T00:00:00,AIN
65.099998,65.599998,64.5,65.550003,62.364861,52700.0,2018-02-15T00:00:00,AIN
65.150002,67.150002,65.150002,65.949997,62.745415,186100.0,2018-02-16T00:00:00,AIN
65.449997,66.050003,64.75,64.849998,61.698864,80100.0,2018-02-20T00:00:00,AIN
65.050003,66.449997,65.0,65.599998,62.412426,87100.0,2018-02-21T00:00:00,AIN
65.849998,67.099998,65.800003,66.75,63.506554,79600.0,2018-02-22T00:00:00,AIN
67.099998,67.099998,65.949997,66.25,63.030842,48000.0,2018-02-23T00:00:00,AIN
66.349998,66.5,65.599998,66.449997,63.221123,103200.0,2018-02-26T00:00:00,AIN
66.599998,66.900002,66.150002,66.199997,62.983261,141100.0,2018-02-27T00:00:00,AIN
66.5,66.529999,63.599998,63.650002,60.557171,96800.0,2018-02-28T00:00:00,AIN
63.5,63.5,61.5,62.150002,59.130058,137200.0,2018-03-01T00:00:00,AIN
61.599998,62.849998,61.150002,62.549999,59.51062,434400.0,2018-03-02T00:00:00,AIN
62.150002,62.450001,61.200001,61.849998,58.844639,205000.0,2018-03-05T00:00:00,AIN
61.849998,62.650002,60.849998,62.5,59.463055,216200.0,2018-03-06T00:00:00,AIN
62.099998,64.300003,61.950001,64.050003,60.937744,99600.0,2018-03-07T00:00:00,AIN
64.050003,64.849998,63.700001,64.849998,61.698864,65400.0,2018-03-08T00:00:00,AIN
65.25,65.900002,64.650002,65.849998,62.650269,97200.0,2018-03-09T00:00:00,AIN
66.050003,66.75,65.550003,66.5,63.268677,89700.0,2018-03-12T00:00:00,AIN
67.050003,67.599998,66.900002,67.300003,64.029816,124800.0,2018-03-13T00:00:00,AIN
67.650002,68.849998,66.699997,66.949997,63.696815,86300.0,2018-03-14T00:00:00,AIN
67.050003,67.050003,66.25,66.849998,63.601673,74200.0,2018-03-15T00:00:00,AIN
66.550003,67.25,64.949997,66.900002,63.811523,245100.0,2018-03-16T00:00:00,AIN
66.800003,67.099998,65.400002,66.449997,63.382305,55500.0,2018-03-19T00:00:00,AIN
66.449997,66.949997,66.300003,66.300003,63.239235,49000.0,2018-03-20T00:00:00,AIN
66.449997,67.050003,66.199997,66.650002,63.573082,34800.0,2018-03-21T00:00:00,AIN
66.099998,67.650002,64.400002,64.449997,61.474625,124200.0,2018-03-22T00:00:00,AIN
64.599998,64.599998,62.5,62.549999,59.662342,159900.0,2018-03-23T00:00:00,AIN
63.349998,64.400002,62.400002,64.050003,61.093102,114600.0,2018-03-26T00:00:00,AIN
64.150002,64.5,62.5,62.650002,59.757729,92300.0,2018-03-27T00:00:00,AIN
62.75,63.200001,61.599998,61.75,58.899273,127500.0,2018-03-28T00:00:00,AIN
62.099998,63.700001,62.099998,62.700001,59.80542,81300.0,2018-03-29T00:00:00,AIN
62.599998,62.650002,61.5,61.900002,59.042355,114200.0,2018-04-02T00:00:00,AIN
62.150002,63.200001,61.950001,63.049999,60.139259,73600.0,2018-04-03T00:00:00,AIN
62.049999,63.650002,61.950001,63.450001,60.520798,70700.0,2018-04-04T00:00:00,AIN
64.349998,65.050003,63.75,65.0,61.999237,99400.0,2018-04-05T00:00:00,AIN
64.5,65.050003,62.450001,63.450001,60.520798,88500.0,2018-04-06T00:00:00,AIN
63.849998,64.620003,63.049999,63.25,60.330032,106000.0,2018-04-09T00:00:00,AIN
63.950001,64.900002,63.400002,64.349998,61.379253,37900.0,2018-04-10T00:00:00,AIN
64.0,64.449997,62.299999,63.900002,60.950027,46000.0,2018-04-11T00:00:00,AIN
64.25,64.5,62.939999,64.0,61.045406,47000.0,2018-04-12T00:00:00,AIN
64.349998,64.349998,63.25,63.599998,60.663864,58100.0,2018-04-13T00:00:00,AIN
64.150002,64.5,64.0,64.25,61.283867,66600.0,2018-04-16T00:00:00,AIN
64.599998,65.330002,64.349998,64.800003,61.808475,116000.0,2018-04-17T00:00:00,AIN
65.050003,66.150002,65.050003,65.449997,62.428471,151900.0,2018-04-18T00:00:00,AIN
65.199997,65.75,64.550003,64.699997,61.713089,74000.0,2018-04-19T00:00:00,AIN
64.449997,64.599998,63.5,63.650002,60.711563,86800.0,2018-04-20T00:00:00,AIN
63.700001,63.950001,62.599998,62.700001,59.80542,75400.0,2018-04-23T00:00:00,AIN
63.049999,63.349998,61.049999,61.75,58.899273,93100.0,2018-04-24T00:00:00,AIN
61.400002,61.75,60.599998,60.75,57.94545,96200.0,2018-04-25T00:00:00,AIN
61.099998,61.099998,59.849998,60.549999,57.754677,61400.0,2018-04-26T00:00:00,AIN
60.700001,60.799999,59.75,60.400002,57.61161,58700.0,2018-04-27T00:00:00,AIN
60.400002,60.5,59.099998,59.150002,56.419315,95500.0,2018-04-30T00:00:00,AIN
58.799999,59.049999,57.950001,59.0,56.276222,92100.0,2018-05-01T00:00:00,AIN
58.950001,59.450001,58.849998,58.849998,56.13316,156600.0,2018-05-02T00:00:00,AIN
58.650002,58.849998,57.950001,58.400002,55.703934,67900.0,2018-05-03T00:00:00,AIN
58.25,58.950001,58.200001,58.349998,55.656239,112000.0,2018-05-04T00:00:00,AIN
58.75,60.049999,58.75,59.900002,57.134682,88200.0,2018-05-07T00:00:00,AIN
61.849998,63.0,60.5,60.799999,57.99313,147400.0,2018-05-08T00:00:00,AIN
60.700001,60.849998,60.07,60.200001,57.420834,87800.0,2018-05-09T00:00:00,AIN
60.25,61.150002,60.200001,60.650002,57.850067,84000.0,2018-05-10T00:00:00,AIN
60.849998,61.349998,60.25,60.349998,57.563904,64400.0,2018-05-11T00:00:00,AIN
60.299999,60.650002,59.349998,59.599998,56.84853,120100.0,2018-05-14T00:00:00,AIN
59.25,59.849998,58.950001,59.400002,56.657768,87000.0,2018-05-15T00:00:00,AIN
59.400002,60.099998,59.200001,59.549999,56.800842,135600.0,2018-05-16T00:00:00,AIN
59.650002,61.150002,59.650002,60.900002,58.088524,130500.0,2018-05-17T00:00:00,AIN
61.150002,61.450001,61.029999,61.299999,58.470055,103800.0,2018-05-18T00:00:00,AIN
61.549999,62.950001,61.450001,62.799999,59.900803,72500.0,2018-05-21T00:00:00,AIN
62.799999,62.950001,62.0,62.0,59.137733,84200.0,2018-05-22T00:00:00,AIN
61.700001,62.5,61.700001,62.200001,59.328503,67600.0,2018-05-23T00:00:00,AIN
62.0,62.299999,61.450001,61.950001,59.090046,117300.0,2018-05-24T00:00:00,AIN
61.700001,62.200001,61.450001,61.75,58.899273,80800.0,2018-05-25T00:00:00,AIN
61.349998,62.049999,61.150002,61.400002,58.565445,179000.0,2018-05-29T00:00:00,AIN
61.700001,62.049999,61.650002,61.75,58.899273,75100.0,2018-05-30T00:00:00,AIN
61.799999,62.0,60.799999,61.5,58.66082,128000.0,2018-05-31T00:00:00,AIN
61.849998,62.130001,61.400002,61.75,58.899273,107900.0,2018-06-01T00:00:00,AIN
61.900002,62.400002,61.700001,62.0,59.137733,143100.0,2018-06-04T00:00:00,AIN
62.099998,63.299999,62.0,63.200001,60.282345,79200.0,2018-06-05T00:00:00,AIN
63.049999,64.150002,62.959999,63.900002,61.114418,78300.0,2018-06-06T00:00:00,AIN
63.849998,64.099998,63.150002,63.299999,60.540565,88400.0,2018-06-07T00:00:00,AIN
63.150002,64.099998,62.849998,62.950001,60.20583,79100.0,2018-06-08T00:00:00,AIN
63.0,63.450001,62.5,62.950001,60.20583,101200.0,2018-06-11T00:00:00,AIN
63.200001,63.400002,62.73,63.049999,60.301472,102200.0,2018-06-12T00:00:00,AIN
62.849998,63.18,62.630001,62.950001,60.20583,106000.0,2018-06-13T00:00:00,AIN
63.150002,63.450001,62.349998,62.75,60.014549,88700.0,2018-06-14T00:00:00,AIN
62.549999,62.75,61.799999,62.25,59.536343,207400.0,2018-06-15T00:00:00,AIN
62.049999,62.900002,61.450001,62.700001,59.966724,99600.0,2018-06-18T00:00:00,AIN
62.400002,62.400002,61.200001,61.849998,59.153782,125800.0,2018-06-19T00:00:00,AIN
62.25,62.25,61.450001,61.75,59.058136,111000.0,2018-06-20T00:00:00,AIN
61.900002,61.900002,61.25,61.349998,58.675571,147000.0,2018-06-21T00:00:00,AIN
61.700001,61.900002,60.799999,61.400002,58.723396,171700.0,2018-06-22T00:00:00,AIN
61.200001,61.200001,60.049999,60.299999,57.671352,78500.0,2018-06-25T00:00:00,AIN
60.25,61.150002,60.25,60.75,58.101734,47200.0,2018-06-26T00:00:00,AIN
60.799999,62.049999,60.700001,60.950001,58.293011,128200.0,2018-06-27T00:00:00,AIN
60.900002,61.099998,59.75,59.799999,57.193146,67400.0,2018-06-28T00:00:00,AIN
59.950001,60.450001,59.650002,60.150002,57.527893,91800.0,2018-06-29T00:00:00,AIN
59.900002,60.700001,59.400002,60.700001,58.053909,87700.0,2018-07-02T00:00:00,AIN
61.099998,61.130001,60.349998,60.700001,58.053909,39700.0,2018-07-03T00:00:00,AIN
61.0,61.849998,60.599998,61.799999,59.105965,81700.0,2018-07-05T00:00:00,AIN
61.700001,62.5,61.599998,61.75,59.058136,63400.0,2018-07-06T00:00:00,AIN
62.049999,62.650002,61.849998,62.5,59.775444,108300.0,2018-07-09T00:00:00,AIN
62.700001,63.099998,62.349998,62.549999,59.823261,60200.0,2018-07-10T00:00:00,AIN
62.299999,62.349998,61.849998,62.0,59.297237,63700.0,2018-07-11T00:00:00,AIN
62.25,63.0,61.75,62.099998,59.392883,62600.0,2018-07-12T00:00:00,AIN
62.0,63.25,62.0,62.900002,60.158012,44000.0,2018-07-13T00:00:00,AIN
62.849998,63.299999,62.099998,62.349998,59.631981,73200.0,2018-07-16T00:00:00,AIN
62.299999,63.299999,62.25,63.25,60.492756,65100.0,2018-07-17T00:00:00,AIN
63.200001,63.650002,62.599998,63.599998,60.827484,55900.0,2018-07-18T00:00:00,AIN
63.5,64.099998,63.200001,63.950001,61.162239,101000.0,2018-07-19T00:00:00,AIN
